"Table","Entity","Property","Column","Decorator","Type","Nullable","File"
"recon_target_observations","ReconTargetObservation","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-target-observation.entity.ts"
"recon_target_observations","ReconTargetObservation","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-target-observation.entity.ts"
"recon_target_observations","ReconTargetObservation","linkType","link_type","Column","varchar","","backend\src\modules\recon\entities\recon-target-observation.entity.ts"
"recon_target_observations","ReconTargetObservation","observationId","observation_id","Column","uuid","","backend\src\modules\recon\entities\recon-target-observation.entity.ts"
"recon_target_observations","ReconTargetObservation","targetId","target_id","Column","uuid","","backend\src\modules\recon\entities\recon-target-observation.entity.ts"
"recon_targets","ReconTarget","activityIndex","activity_index","Column","integer","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","archivedAt","archived_at","Column","timestamptz","true","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","azimuthDeg","azimuth_deg","Column","double precision","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","center","center","Column","geometry","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","confidenceIndex","confidence_index","Column","integer","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","confidenceLabel","confidence_label","Column","varchar","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","freshnessIndex","freshness_index","Column","integer","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","lat","lat","Column","double precision","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","lng","lng","Column","double precision","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","mgrs","mgrs","Column","varchar","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","platformId","platform_id","Column","varchar","true","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","possibleTargetTypes","possible_target_types","Column","jsonb","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","semiMajorM","semi_major_m","Column","double precision","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","semiMinorM","semi_minor_m","Column","double precision","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","status","status","Column","varchar","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","targetType","target_type","Column","varchar","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","threatIndex","threat_index","Column","integer","","backend\src\modules\recon\entities\recon-target.entity.ts"
"recon_targets","ReconTarget","updatedAt","updated_at","UpdateDateColumn","","","backend\src\modules\recon\entities\recon-target.entity.ts"
"service_order_actual_ammo","ServiceOrderActualAmmo","chargeId","charge_id","Column","uuid","","backend\src\service-orders\service-order-actual-ammo.entity.ts"
"service_order_actual_ammo","ServiceOrderActualAmmo","chargeModulesPerShot","charge_modules_per_shot","Column","int","true","backend\src\service-orders\service-order-actual-ammo.entity.ts"
"service_order_actual_ammo","ServiceOrderActualAmmo","chargeQuantity","charge_quantity","Column","numeric","","backend\src\service-orders\service-order-actual-ammo.entity.ts"
"service_order_actual_ammo","ServiceOrderActualAmmo","createdAt","created_at","CreateDateColumn","","","backend\src\service-orders\service-order-actual-ammo.entity.ts"
"service_order_actual_ammo","ServiceOrderActualAmmo","id","id","PrimaryGeneratedColumn","uuid","","backend\src\service-orders\service-order-actual-ammo.entity.ts"
"service_order_actual_ammo","ServiceOrderActualAmmo","serviceOrderId","service_order_id","Column","uuid","","backend\src\service-orders\service-order-actual-ammo.entity.ts"
"service_order_actual_ammo","ServiceOrderActualAmmo","shellId","shell_id","Column","uuid","","backend\src\service-orders\service-order-actual-ammo.entity.ts"
"service_order_actual_ammo","ServiceOrderActualAmmo","shotQuantity","shot_quantity","Column","numeric","","backend\src\service-orders\service-order-actual-ammo.entity.ts"
"service_orders","ServiceOrder","acceptedByUserId","accepted_by_user_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","actualChargeModulesPerShot","actual_charge_modules_per_shot","Column","int","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","actualChargeQuantity","actual_charge_quantity","Column","numeric","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","actualQuantity","actual_quantity","Column","numeric","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","assignedScope","assigned_scope","Column","varchar","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","assignedUnitId","assigned_unit_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","completedAt","completed_at","Column","timestamp","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","completedByUserId","completed_by_user_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","createdAt","created_at","CreateDateColumn","","","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","createdByUserId","created_by_user_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","executorType","executor_type","Column","varchar","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","id","id","PrimaryGeneratedColumn","uuid","","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","linkedAirTaskId","linked_air_task_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","orderNumber","order_number","Column","","","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","plannedQuantity","planned_quantity","Column","numeric","","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","plannedResourceAId","planned_resource_a_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","plannedResourceBId","planned_resource_b_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","reconLinkCheckedAt","recon_link_checked_at","Column","timestamptz","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","reconSnapshot","recon_snapshot","Column","jsonb","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","reconSnapshotUpdatedAt","recon_snapshot_updated_at","Column","timestamptz","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","rejectedAt","rejected_at","Column","timestamp","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","rejectedByUnitName","rejected_by_unit_name","Column","varchar","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","rejectionReason","rejection_reason","Column","text","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","resultComment","result_comment","Column","text","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","resultType","result_type","Column","varchar","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","selectedAirAssetPositionId","selected_air_asset_position_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","selectedChargeId","selected_charge_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","selectedDroneModelId","selected_drone_model_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","selectedFirePositionId","selected_fire_position_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","selectedShellId","selected_shell_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","selectedWarheadTypeId","selected_warhead_type_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","selectedZoneId","selected_zone_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","sentByUserId","sent_by_user_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","sourcePuarProposalId","source_puar_proposal_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","sourceReconObservationId","source_recon_observation_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","sourceReconTargetId","source_recon_target_id","Column","uuid","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","startedAt","started_at","Column","timestamp","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","status","status","Column","","","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","targetLat","target_lat","Column","double precision","","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","targetLng","target_lng","Column","double precision","","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","targetMgrs","target_mgrs","Column","varchar","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","targetSettlement","target_settlement","Column","varchar","true","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","taskType","task_type","Column","","","backend\src\service-orders\service-order.entity.ts"
"service_orders","ServiceOrder","updatedAt","updated_at","UpdateDateColumn","","","backend\src\service-orders\service-order.entity.ts"
"shell_compatible_charges","ShellCompatibleCharge","chargeId","charge_id","Column","uuid","","backend\src\shell-compatible-charges\shell-compatible-charge.entity.ts"
"shell_compatible_charges","ShellCompatibleCharge","compatibilityNote","compatibility_note","Column","text","true","backend\src\shell-compatible-charges\shell-compatible-charge.entity.ts"
"shell_compatible_charges","ShellCompatibleCharge","createdAt","created_at","CreateDateColumn","","","backend\src\shell-compatible-charges\shell-compatible-charge.entity.ts"
"shell_compatible_charges","ShellCompatibleCharge","id","id","PrimaryGeneratedColumn","uuid","","backend\src\shell-compatible-charges\shell-compatible-charge.entity.ts"
"shell_compatible_charges","ShellCompatibleCharge","maxRangeM","max_range_m","Column","int","","backend\src\shell-compatible-charges\shell-compatible-charge.entity.ts"
"shell_compatible_charges","ShellCompatibleCharge","shellId","shell_id","Column","uuid","","backend\src\shell-compatible-charges\shell-compatible-charge.entity.ts"
"shell_compatible_charges","ShellCompatibleCharge","usableModules","usable_modules","Column","int","true","backend\src\shell-compatible-charges\shell-compatible-charge.entity.ts"
"shell_compatible_charges","ShellCompatibleCharge","zoneId","zone_id","Column","uuid","true","backend\src\shell-compatible-charges\shell-compatible-charge.entity.ts"
"shell_compatible_fuzes","ShellCompatibleFuze","createdAt","created_at","CreateDateColumn","","","backend\src\shell-compatible-fuzes\shell-compatible-fuze.entity.ts"
"shell_compatible_fuzes","ShellCompatibleFuze","fuzeId","fuze_id","Column","uuid","","backend\src\shell-compatible-fuzes\shell-compatible-fuze.entity.ts"
"shell_compatible_fuzes","ShellCompatibleFuze","id","id","PrimaryGeneratedColumn","uuid","","backend\src\shell-compatible-fuzes\shell-compatible-fuze.entity.ts"
"shell_compatible_fuzes","ShellCompatibleFuze","shellId","shell_id","Column","uuid","","backend\src\shell-compatible-fuzes\shell-compatible-fuze.entity.ts"
"shells","Shell","createdAt","created_at","CreateDateColumn","","","backend\src\shells\shell.entity.ts"
"shells","Shell","damageType","damage_type","Column","","","backend\src\shells\shell.entity.ts"
"shells","Shell","id","id","PrimaryGeneratedColumn","uuid","","backend\src\shells\shell.entity.ts"
"shells","Shell","marking","marking","Column","","","backend\src\shells\shell.entity.ts"
"shells","Shell","systemType","system_type","Column","","","backend\src\shells\shell.entity.ts"
"shells","Shell","updatedAt","updated_at","UpdateDateColumn","","","backend\src\shells\shell.entity.ts"
"stock_movements","StockMovement","comment","comment","Column","text","true","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","documentNumber","document_number","Column","varchar","true","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","fireMissionId","fire_mission_id","Column","uuid","true","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","fromDepotId","from_depot_id","Column","uuid","true","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","id","id","PrimaryGeneratedColumn","uuid","","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","itemId","item_id","Column","uuid","","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","itemType","item_type","Column","varchar","","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","movementDatetime","movement_datetime","CreateDateColumn","","","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","movementGroupId","movement_group_id","Column","uuid","true","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","movementType","movement_type","Column","varchar","","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","quantity","quantity","Column","numeric","","backend\src\stock-movements\stock-movement.entity.ts"
"stock_movements","StockMovement","toDepotId","to_depot_id","Column","uuid","true","backend\src\stock-movements\stock-movement.entity.ts"
"units","Unit","createdAt","created_at","CreateDateColumn","","","backend\src\units\unit.entity.ts"
"units","Unit","id","id","PrimaryGeneratedColumn","uuid","","backend\src\units\unit.entity.ts"
"units","Unit","name","name","Column","","","backend\src\units\unit.entity.ts"
"units","Unit","parentId","parent_id","Column","uuid","true","backend\src\units\unit.entity.ts"
"units","Unit","sortOrder","sort_order","Column","int","","backend\src\units\unit.entity.ts"
"units","Unit","type","type","Column","","","backend\src\units\unit.entity.ts"
"units","Unit","updatedAt","updated_at","UpdateDateColumn","","","backend\src\units\unit.entity.ts"
"users","User","createdAt","created_at","CreateDateColumn","","","backend\src\users\user.entity.ts"
"users","User","fullName","full_name","Column","varchar","true","backend\src\users\user.entity.ts"
"users","User","id","id","PrimaryGeneratedColumn","uuid","","backend\src\users\user.entity.ts"
"users","User","isActive","is_active","Column","boolean","","backend\src\users\user.entity.ts"
"users","User","login","login","Column","","","backend\src\users\user.entity.ts"
"users","User","passwordHash","password_hash","Column","text","","backend\src\users\user.entity.ts"
"users","User","role","role","Column","varchar","","backend\src\users\user.entity.ts"
"users","User","scope","scope","Column","varchar","","backend\src\users\user.entity.ts"
"users","User","unitId","unit_id","Column","uuid","true","backend\src\users\user.entity.ts"
"users","User","updatedAt","updated_at","UpdateDateColumn","","","backend\src\users\user.entity.ts"
"weapon_models","WeaponModel","createdAt","created_at","CreateDateColumn","","","backend\src\weapon-models\weapon-model.entity.ts"
"weapon_models","WeaponModel","id","id","PrimaryGeneratedColumn","uuid","","backend\src\weapon-models\weapon-model.entity.ts"
"weapon_models","WeaponModel","name","name","Column","","","backend\src\weapon-models\weapon-model.entity.ts"
"weapon_models","WeaponModel","systemType","system_type","Column","","","backend\src\weapon-models\weapon-model.entity.ts"
"weapon_models","WeaponModel","zonesCount","zones_count","Column","int","","backend\src\weapon-models\weapon-model.entity.ts"
"weapon_systems","WeaponSystem","callsign","callsign","Column","varchar","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","createdAt","created_at","CreateDateColumn","","","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","firePositionId","fire_position_id","Column","uuid","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","id","id","PrimaryGeneratedColumn","uuid","","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","locationType","location_type","Column","varchar","","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","maintenanceActualEndAt","maintenance_actual_end_at","Column","timestamp","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","maintenanceApprovedByUserId","maintenance_approved_by_user_id","Column","uuid","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","maintenanceNote","maintenance_note","Column","text","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","maintenancePlannedEndAt","maintenance_planned_end_at","Column","timestamp","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","maintenanceRequestedByUserId","maintenance_requested_by_user_id","Column","uuid","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","maintenanceRequestedStartAt","maintenance_requested_start_at","Column","timestamp","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","maintenanceStatus","maintenance_status","Column","varchar","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","notReadyReason","not_ready_reason","Column","text","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","readinessStatus","readiness_status","Column","varchar","","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","serialNumber","serial_number","Column","varchar","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","unitId","unit_id","Column","uuid","true","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","updatedAt","updated_at","UpdateDateColumn","","","backend\src\weapon-systems\weapon-system.entity.ts"
"weapon_systems","WeaponSystem","weaponModelId","weapon_model_id","Column","uuid","","backend\src\weapon-systems\weapon-system.entity.ts"
"zones","Zone","createdAt","created_at","CreateDateColumn","","","backend\src\zones\zone.entity.ts"
"zones","Zone","distanceFromM","distance_from_m","Column","int","","backend\src\zones\zone.entity.ts"
"zones","Zone","distanceToM","distance_to_m","Column","int","","backend\src\zones\zone.entity.ts"
"zones","Zone","id","id","PrimaryGeneratedColumn","uuid","","backend\src\zones\zone.entity.ts"
"zones","Zone","weaponModelId","weapon_model_id","Column","uuid","","backend\src\zones\zone.entity.ts"
"zones","Zone","zoneNumber","zone_number","Column","int","","backend\src\zones\zone.entity.ts"
